customer_id,tenure_months,recency_days,purchase_frequency_90d,avg_ticket,support_tickets_90d,payment_delay_days,failed_payments_90d,login_days_30d,usage_ratio,nps_score,satisfaction_score,plan_value,plan_type,contract_type,payment_method,region,churn
2219,56.9,59,5,520.72,2,11,2,22,0.083,2,5,396.81,premium,anual,boleto,norte,0
2220,19.6,62,14,981.88,2,0,0,29,0.434,2,5,150.34,premium,anual,cartao,sul,1
2221,22.0,38,12,400.27,2,19,3,23,0.773,5,4,84.09,padrao,mensal,cartao,sul,0
2222,27.7,39,0,949.0,2,2,1,0,0.312,1,4,384.48,basico,anual,debito,norte,0
2223,25.6,74,9,420.44,3,8,1,10,0.24,0,3,101.48,basico,mensal,cartao,sul,0
2224,12.2,99,14,1108.22,2,15,0,9,0.263,3,5,317.63,basico,anual,cartao,norte,1
2225,54.0,106,15,350.84,6,6,3,19,0.714,1,1,53.98,padrao,mensal,cartao,sul,1
2226,15.9,92,5,199.56,2,6,0,10,0.287,7,2,124.7,basico,anual,debito,sudeste,0
2227,42.6,73,18,849.79,3,25,3,29,0.403,6,1,133.56,premium,mensal,debito,sudeste,0
2228,5.0,60,13,228.9,6,23,0,8,0.546,5,2,146.9,basico,mensal,pix,sul,0
2229,3.3,41,8,1141.26,3,2,2,13,0.941,5,3,370.85,basico,anual,debito,sudeste,0
2230,39.6,92,12,800.44,0,25,0,24,0.794,1,2,103.01,padrao,anual,debito,sul,0
2231,21.0,38,17,307.8,0,14,1,11,0.185,4,3,102.41,basico,mensal,boleto,nordeste,0
2232,39.7,32,4,282.23,3,4,3,1,0.883,0,2,288.9,basico,mensal,boleto,sul,0
2233,6.5,104,3,1111.7,5,27,2,9,0.845,3,2,382.73,padrao,anual,cartao,nordeste,1
2234,57.0,71,8,745.12,7,10,2,10,0.745,7,3,180.04,premium,mensal,pix,sul,1
2235,45.2,43,1,1076.73,1,9,0,18,0.517,10,2,318.23,basico,mensal,debito,sudeste,0
2236,52.7,103,16,167.86,4,4,3,21,0.07,3,5,51.07,basico,mensal,cartao,sul,1
2237,9.1,115,19,1113.45,2,26,1,16,0.712,2,5,336.56,basico,mensal,pix,sudeste,1
2238,19.9,38,12,643.26,3,8,2,12,0.518,7,5,300.32,padrao,anual,boleto,norte,0
2239,22.7,63,19,815.37,3,17,3,15,0.31,10,1,362.68,basico,mensal,debito,nordeste,0
2240,32.7,58,1,472.54,2,7,2,4,0.01,3,3,269.38,padrao,mensal,pix,nordeste,0
2241,18.5,84,12,108.6,0,26,2,5,0.231,9,4,378.78,padrao,mensal,boleto,sudeste,0
2242,4.6,114,8,1151.25,0,23,0,18,0.606,3,2,180.25,premium,anual,cartao,nordeste,0
2243,22.8,66,5,1193.73,4,15,1,25,0.112,7,2,303.61,padrao,mensal,pix,centro-oeste,0
2244,16.0,95,6,462.87,1,10,2,15,0.655,2,4,301.1,padrao,mensal,debito,sul,1
2245,23.8,71,10,1134.89,2,19,0,1,0.82,2,1,136.6,padrao,anual,cartao,centro-oeste,0
2246,12.6,106,12,234.56,0,14,1,29,0.318,10,4,371.31,basico,mensal,cartao,nordeste,0
2247,16.5,49,3,219.43,0,28,3,9,0.082,4,3,320.4,basico,anual,debito,sudeste,1
2248,38.0,46,12,124.81,1,20,3,22,0.14,0,4,351.79,padrao,mensal,boleto,sudeste,0
2249,23.9,51,18,493.87,3,0,3,26,0.358,8,4,170.43,basico,anual,pix,nordeste,0
2250,21.4,119,0,100.67,1,24,3,29,0.813,1,3,342.75,basico,mensal,pix,centro-oeste,0
2251,32.5,73,17,497.8,1,5,3,3,0.634,1,3,153.29,basico,mensal,boleto,nordeste,1
2252,46.5,19,12,200.53,2,9,0,5,0.868,9,1,387.08,basico,mensal,boleto,sudeste,0
2253,23.4,5,6,887.41,2,13,3,19,0.994,3,5,48.52,basico,mensal,pix,sul,0
2254,35.7,62,14,1006.7,0,6,2,22,0.203,1,1,262.81,padrao,anual,cartao,centro-oeste,0
2255,58.0,96,12,837.87,0,28,3,25,0.695,10,5,80.31,padrao,mensal,cartao,centro-oeste,0
2256,31.8,58,15,272.57,7,29,2,16,0.467,3,5,298.64,basico,anual,debito,norte,0
2257,54.7,67,1,929.54,5,4,0,4,0.493,6,4,170.83,padrao,mensal,cartao,centro-oeste,0
2258,47.8,96,1,329.42,0,9,2,21,0.326,2,4,353.33,basico,anual,cartao,centro-oeste,0
2259,4.5,62,12,921.01,2,11,3,20,0.343,6,1,354.07,premium,anual,pix,nordeste,0
2260,26.3,109,6,698.18,3,20,0,14,0.676,7,5,172.41,padrao,mensal,pix,centro-oeste,1
2261,42.2,76,4,465.39,7,17,2,19,0.621,8,3,331.49,padrao,mensal,boleto,sudeste,0
2262,59.2,88,8,136.85,7,20,2,6,0.319,4,2,285.11,padrao,anual,cartao,centro-oeste,0
2263,28.0,93,14,999.91,6,0,1,24,0.119,6,4,193.46,padrao,anual,boleto,nordeste,0
2264,6.5,75,3,1130.0,0,15,3,1,0.578,9,3,163.47,basico,mensal,cartao,nordeste,0
2265,34.2,6,19,812.46,3,6,0,25,0.739,9,2,115.61,basico,mensal,pix,centro-oeste,0
2266,8.5,51,8,1158.87,3,6,1,25,0.559,8,2,62.66,premium,anual,boleto,sul,0
2267,45.3,17,3,1123.57,5,23,3,20,0.004,4,1,226.15,premium,mensal,debito,sudeste,0
2268,31.0,61,1,265.75,6,4,2,24,0.282,5,5,234.31,padrao,anual,debito,norte,0
2269,43.7,18,17,888.21,2,0,0,27,0.779,10,4,199.75,padrao,anual,boleto,norte,0
2270,52.3,61,2,445.19,4,14,0,4,0.743,2,2,382.11,basico,anual,pix,sudeste,0
2271,38.1,41,8,605.52,2,22,2,16,0.01,7,4,44.83,padrao,anual,pix,nordeste,1
2272,37.1,3,13,222.08,1,15,3,19,0.47,8,4,346.01,padrao,anual,boleto,sul,0
2273,45.5,15,10,1170.74,2,4,0,28,0.437,5,1,328.2,basico,mensal,pix,centro-oeste,0
2274,50.7,60,5,882.32,5,23,0,22,0.652,9,1,313.05,premium,anual,cartao,centro-oeste,0
2275,52.3,10,2,349.61,3,11,1,17,0.125,4,2,228.87,padrao,mensal,debito,sudeste,0
2276,3.1,102,14,470.91,5,21,0,16,0.621,9,1,108.43,premium,mensal,debito,nordeste,0
2277,33.8,91,9,530.08,5,6,0,4,0.947,7,5,350.54,padrao,mensal,debito,norte,1
2278,13.8,85,0,907.14,2,27,1,9,0.372,0,1,307.95,basico,mensal,cartao,sul,1
2279,51.8,21,3,1113.81,7,8,2,12,0.337,9,5,339.72,padrao,mensal,debito,centro-oeste,0
2280,39.3,95,11,412.87,0,29,3,26,0.028,7,3,124.78,basico,mensal,pix,centro-oeste,0
2281,25.8,76,3,588.1,7,11,1,25,0.057,2,1,239.47,premium,mensal,debito,sudeste,0
2282,12.1,47,7,728.12,0,21,2,19,0.932,7,5,189.65,basico,mensal,cartao,sudeste,0
2283,21.0,1,2,496.28,3,15,3,3,0.976,5,1,270.18,padrao,mensal,boleto,nordeste,0
2284,42.5,63,15,624.85,6,2,0,21,0.006,10,5,310.84,padrao,anual,cartao,centro-oeste,0
2285,13.1,95,12,162.62,5,2,3,13,0.901,3,1,102.44,basico,mensal,debito,norte,0
2286,6.5,4,15,234.5,2,12,0,19,0.174,2,4,102.55,basico,anual,cartao,norte,0
2287,53.4,7,1,505.28,7,5,2,12,0.561,0,2,55.6,padrao,anual,cartao,norte,0
2288,46.1,46,7,1101.33,1,18,3,21,0.678,8,3,96.49,basico,anual,cartao,sudeste,0
2289,12.8,61,5,445.26,5,4,3,6,0.359,10,5,126.36,premium,mensal,debito,sudeste,1
2290,18.2,57,12,329.76,4,17,1,4,0.529,7,4,66.01,basico,mensal,pix,sudeste,0
2291,58.4,51,16,901.72,1,6,2,6,0.628,4,2,167.95,basico,mensal,cartao,centro-oeste,0
2292,42.8,31,4,1140.99,7,5,0,27,0.194,9,1,282.96,basico,mensal,boleto,centro-oeste,0
2293,37.0,8,15,572.58,6,11,1,2,0.994,2,2,325.41,basico,anual,boleto,centro-oeste,0
2294,19.2,4,11,49.98,0,17,3,8,0.204,7,5,164.39,basico,mensal,debito,sudeste,0
2295,18.6,12,16,838.25,0,11,0,10,0.01,6,3,70.08,premium,anual,cartao,centro-oeste,0
2296,3.3,83,1,521.47,0,10,0,25,0.944,9,4,313.27,padrao,mensal,cartao,centro-oeste,0
2297,44.0,94,19,821.43,3,10,2,10,0.429,10,3,180.73,premium,anual,pix,norte,0
2298,3.5,52,8,362.15,3,10,2,26,0.399,3,3,130.41,basico,mensal,boleto,nordeste,0
2299,1.3,10,5,42.79,5,12,1,29,0.276,1,1,209.35,basico,anual,cartao,sudeste,0
2300,44.0,50,3,439.62,5,25,0,19,0.026,1,1,389.05,basico,anual,boleto,sul,0
2301,57.0,118,19,857.56,0,17,0,10,0.265,8,4,174.05,padrao,mensal,boleto,sul,0
2302,45.6,30,17,496.01,3,12,2,17,0.393,3,2,385.3,basico,mensal,cartao,norte,0
2303,28.8,59,2,294.24,6,22,1,20,0.52,1,2,131.04,basico,mensal,cartao,centro-oeste,0
2304,29.7,65,8,578.25,7,15,3,3,0.458,8,2,77.9,padrao,mensal,cartao,nordeste,0
2305,26.7,40,14,912.72,2,28,1,24,0.879,7,4,96.48,basico,mensal,debito,sudeste,0
2306,20.2,53,11,178.54,0,16,1,13,0.911,1,5,318.46,padrao,anual,cartao,sul,0
2307,31.8,57,3,842.43,1,6,0,25,0.317,7,4,233.44,padrao,mensal,pix,norte,0
2308,26.4,57,7,814.12,2,16,2,18,0.96,7,4,249.39,padrao,mensal,cartao,norte,0
2309,36.3,86,7,470.06,3,23,1,25,0.865,10,5,388.28,basico,mensal,debito,sudeste,0
2310,54.0,70,5,1165.59,2,6,3,2,0.928,10,3,221.64,padrao,mensal,boleto,sul,0
2311,59.7,7,19,1077.86,0,6,1,1,0.706,10,1,82.03,basico,anual,debito,sul,0
2312,5.6,1,4,406.75,2,17,3,3,0.198,9,3,298.57,basico,mensal,cartao,sudeste,0
2313,23.7,49,14,76.07,2,26,1,26,0.195,8,5,114.73,basico,mensal,boleto,sul,0
2314,11.7,109,18,397.63,3,10,1,29,0.909,7,4,249.25,basico,mensal,boleto,centro-oeste,0
2315,21.8,5,15,277.48,0,15,1,29,0.507,5,2,347.48,padrao,anual,cartao,sudeste,0
2316,18.0,9,15,674.81,6,19,1,9,0.89,8,2,211.65,padrao,mensal,boleto,nordeste,0
2317,11.3,81,3,1105.74,3,19,1,7,0.721,10,5,153.04,padrao,anual,boleto,norte,0
2318,46.1,54,2,1049.59,2,4,3,10,0.213,1,1,247.1,basico,mensal,boleto,norte,0
2319,30.3,28,15,394.76,7,11,2,24,0.385,1,5,85.6,basico,anual,pix,sul,0
2320,55.2,25,14,537.17,5,29,0,7,0.968,5,4,150.62,basico,mensal,cartao,nordeste,0
2321,2.9,80,14,82.39,1,26,0,16,0.02,3,5,221.39,premium,anual,cartao,norte,0
2322,5.0,63,8,671.23,1,23,0,19,0.715,5,2,131.39,basico,anual,boleto,norte,0
2323,24.8,76,10,113.51,0,0,2,10,0.979,3,4,54.03,basico,mensal,pix,centro-oeste,0
2324,5.7,34,0,1128.78,4,12,0,14,0.104,8,2,250.55,basico,mensal,boleto,sul,0
2325,16.5,63,5,1045.64,2,1,1,19,0.272,9,1,184.35,padrao,anual,boleto,sudeste,0
2326,59.2,103,10,288.46,3,9,3,23,0.547,3,3,180.52,basico,mensal,debito,centro-oeste,0
2327,13.3,38,2,851.27,4,25,0,5,0.844,8,5,398.75,basico,anual,pix,norte,0
2328,12.7,48,2,698.9,4,11,0,15,0.507,1,2,80.14,padrao,anual,cartao,nordeste,0
2329,34.8,20,0,969.57,0,5,0,4,0.06,8,1,95.4,padrao,mensal,boleto,nordeste,0
2330,30.4,77,4,591.76,0,21,1,0,0.127,7,5,355.35,padrao,mensal,cartao,centro-oeste,0
2331,35.2,4,19,262.46,6,22,0,19,0.376,7,5,86.79,premium,mensal,debito,centro-oeste,0
2332,23.2,30,13,782.22,7,19,2,14,0.323,5,5,370.24,premium,mensal,debito,centro-oeste,0
2333,49.8,85,18,133.13,6,24,2,7,0.22,1,5,281.81,padrao,mensal,boleto,nordeste,1
2334,9.2,3,5,718.12,7,21,0,1,0.84,9,5,230.04,premium,anual,boleto,norte,0
2335,26.3,118,11,286.74,3,19,2,28,0.027,1,5,140.12,padrao,mensal,pix,nordeste,0
2336,41.7,49,17,834.53,6,26,1,24,0.829,5,5,169.31,basico,anual,cartao,nordeste,0
2337,52.2,48,7,1000.53,7,9,0,28,0.922,1,4,337.24,padrao,mensal,debito,norte,0
2338,22.8,64,13,167.05,7,13,1,3,0.63,9,2,60.6,padrao,mensal,debito,sudeste,1
2339,34.5,77,13,504.31,1,16,2,0,0.625,6,3,316.58,padrao,mensal,cartao,centro-oeste,1
2340,5.1,55,16,890.89,1,20,0,6,0.149,5,2,337.92,padrao,mensal,pix,sul,1
2341,11.0,106,19,229.9,3,14,3,3,0.568,3,3,294.05,padrao,mensal,cartao,nordeste,0
2342,5.1,115,12,697.17,4,13,3,13,0.375,8,4,59.52,premium,anual,pix,norte,1
2343,43.9,24,11,819.33,7,4,0,19,0.229,2,2,307.26,basico,mensal,pix,sul,0
2344,18.0,85,17,451.56,2,19,0,5,0.583,7,1,300.24,padrao,mensal,cartao,sul,0
2345,43.7,36,13,1005.1,6,3,1,11,0.001,10,4,44.61,padrao,anual,debito,sudeste,0
2346,4.9,119,7,632.36,7,14,3,16,0.276,2,5,361.12,premium,anual,boleto,sudeste,1
2347,51.9,31,12,767.31,7,12,0,9,0.656,7,5,87.49,basico,mensal,boleto,centro-oeste,0
2348,50.3,36,10,203.41,1,23,1,13,0.455,3,1,385.78,basico,mensal,boleto,nordeste,0
2349,6.2,85,4,66.87,1,14,2,17,0.146,10,3,65.38,basico,mensal,debito,norte,1
2350,2.4,94,10,98.87,1,0,0,28,0.001,9,3,125.6,basico,mensal,debito,sudeste,0
2351,4.3,16,12,1088.55,5,15,0,9,0.27,3,3,288.39,basico,mensal,debito,centro-oeste,0
2352,51.4,67,18,1063.87,5,6,0,2,0.549,2,4,89.31,basico,mensal,boleto,sul,0
2353,14.8,42,11,976.81,3,11,0,26,0.535,0,3,106.49,basico,mensal,pix,nordeste,0
2354,33.3,73,3,271.55,0,8,2,17,0.131,7,5,43.92,premium,anual,pix,nordeste,0
2355,26.1,67,19,649.53,4,4,3,14,0.614,10,5,337.43,basico,mensal,cartao,norte,0
2356,47.9,118,11,963.5,5,28,1,21,0.999,1,4,53.44,basico,mensal,debito,sudeste,0
2357,29.8,112,5,822.62,3,7,1,29,0.585,8,3,267.63,padrao,anual,debito,centro-oeste,0
2358,30.5,78,15,174.0,2,15,0,3,0.528,8,3,249.53,basico,mensal,debito,sudeste,0
2359,59.4,81,7,1078.83,4,24,3,25,0.623,5,5,223.95,padrao,anual,boleto,norte,0
2360,9.9,107,7,226.39,5,10,3,19,0.88,2,2,174.96,padrao,anual,cartao,sul,1
2361,50.0,22,16,239.28,4,28,2,17,0.946,7,5,147.74,basico,anual,cartao,centro-oeste,0
2362,4.1,87,17,1085.17,6,12,1,25,0.041,6,3,384.4,padrao,anual,pix,nordeste,0
2363,29.2,92,10,602.16,2,28,0,9,0.205,8,1,322.63,basico,mensal,debito,centro-oeste,0
2364,53.3,16,7,472.55,4,13,3,23,0.116,6,4,372.08,basico,anual,pix,centro-oeste,0
2365,40.2,105,17,682.24,6,0,0,17,0.772,0,2,304.1,padrao,anual,pix,sul,0
2366,41.4,84,3,1178.42,1,26,0,28,0.046,2,3,338.34,basico,mensal,debito,sul,0
2367,16.5,42,14,178.77,2,25,2,14,0.903,4,5,387.0,padrao,mensal,debito,sudeste,0
2368,25.7,58,11,918.06,0,28,0,21,0.021,5,4,203.21,padrao,mensal,debito,norte,0
2369,22.6,59,17,427.82,2,3,0,14,0.603,3,4,366.38,basico,mensal,boleto,sudeste,0
2370,31.8,110,8,175.78,0,25,2,11,0.276,9,1,55.41,basico,mensal,pix,sudeste,0
2371,28.3,116,16,529.44,5,10,0,11,0.471,3,5,78.73,padrao,mensal,boleto,centro-oeste,1
2372,20.3,97,0,676.55,0,25,1,27,0.442,7,2,216.43,basico,mensal,pix,norte,0
2373,19.0,78,15,278.92,5,28,2,25,0.749,3,1,203.33,padrao,mensal,cartao,nordeste,0
2374,15.8,13,1,510.11,4,5,0,6,0.497,10,5,197.66,premium,mensal,cartao,sudeste,0
2375,22.5,109,12,777.38,7,11,3,25,0.421,10,1,233.29,padrao,mensal,cartao,centro-oeste,1
2376,9.8,16,3,708.68,2,8,0,17,0.73,8,2,233.71,basico,mensal,pix,centro-oeste,0
2377,52.5,20,19,878.87,2,9,2,3,0.926,8,1,353.3,basico,mensal,debito,sudeste,0
2378,36.5,9,15,1010.23,1,17,0,22,0.794,7,4,164.43,padrao,mensal,pix,norte,0
2379,8.9,113,2,514.6,4,12,2,4,0.737,6,5,153.75,padrao,anual,pix,sul,1
2380,41.9,59,17,530.64,1,19,3,26,0.488,6,3,292.58,premium,mensal,pix,norte,1
2381,51.0,29,5,616.16,0,20,3,13,0.9,0,5,273.35,padrao,mensal,debito,sul,0
2382,15.0,10,10,696.97,7,6,1,27,0.486,10,5,338.64,basico,anual,pix,sudeste,0
2383,9.9,50,1,165.65,5,1,0,14,0.93,10,5,151.24,basico,anual,pix,norte,0
2384,1.5,87,2,402.66,0,22,3,2,0.803,5,1,42.2,premium,mensal,boleto,centro-oeste,0
2385,3.8,119,4,239.39,4,5,2,23,0.15,9,2,379.76,padrao,mensal,debito,norte,0
2386,46.0,66,10,487.59,2,5,0,21,0.047,4,2,55.82,premium,anual,boleto,sudeste,0
2387,59.2,73,10,1169.09,1,18,0,9,0.741,1,4,284.7,padrao,mensal,debito,nordeste,0
2388,3.6,100,17,715.97,3,7,1,6,0.686,9,5,155.76,premium,mensal,debito,nordeste,1
2389,45.1,108,3,538.08,6,5,2,25,0.602,5,2,192.37,padrao,mensal,debito,norte,1
2390,5.2,34,14,696.49,0,9,1,23,0.976,10,4,341.59,premium,mensal,boleto,norte,0
2391,35.9,119,0,816.13,2,15,3,8,0.545,2,1,190.95,premium,mensal,boleto,centro-oeste,1
2392,45.6,62,5,544.55,7,25,2,21,0.348,5,3,91.87,padrao,anual,debito,norte,1
2393,22.2,111,3,559.34,3,29,3,7,0.565,7,4,311.5,premium,anual,debito,centro-oeste,0
2394,1.6,14,2,853.63,0,21,3,5,0.028,1,2,47.18,padrao,mensal,pix,centro-oeste,0
2395,36.1,12,11,110.6,3,26,1,19,0.579,10,1,138.8,padrao,anual,debito,sul,0
2396,59.5,106,18,666.49,5,15,3,24,0.902,6,3,233.61,padrao,anual,boleto,norte,0
2397,16.2,81,13,674.9,7,12,1,27,0.004,1,4,197.49,padrao,anual,debito,sudeste,0
2398,12.2,21,17,917.83,5,24,0,13,0.845,8,5,263.18,padrao,anual,boleto,norte,0
2399,8.3,107,11,1179.87,0,9,1,4,0.802,9,4,177.19,padrao,anual,pix,sul,1
2400,33.8,13,1,963.08,6,24,1,16,0.106,4,4,180.51,basico,mensal,pix,sul,0
2401,36.2,82,6,624.39,6,29,3,20,0.847,6,3,165.42,padrao,mensal,debito,nordeste,0
2402,47.7,25,16,236.57,5,11,3,29,0.764,8,5,359.32,premium,mensal,debito,sul,0
2403,45.4,9,0,722.38,7,19,0,3,0.491,1,5,46.13,padrao,anual,debito,norte,0
2404,53.7,96,1,1007.79,6,23,0,19,0.245,5,5,378.17,padrao,anual,cartao,nordeste,0
2405,48.5,101,16,1121.6,1,23,2,15,0.288,6,5,168.86,premium,anual,cartao,norte,0
2406,15.6,13,1,997.36,3,6,2,17,0.612,3,3,171.26,padrao,anual,debito,nordeste,0
2407,33.8,12,19,259.2,4,28,2,2,0.246,3,5,301.22,padrao,anual,cartao,sul,0
2408,18.5,74,15,866.59,3,15,1,0,0.325,6,4,179.68,padrao,mensal,debito,norte,0
2409,20.5,4,13,1060.98,5,1,3,18,0.931,8,4,261.89,padrao,mensal,pix,centro-oeste,0
2410,56.0,89,10,829.98,5,3,1,5,0.729,4,4,365.21,padrao,mensal,boleto,nordeste,0
2411,41.2,109,1,835.47,0,21,1,18,0.736,1,1,344.53,basico,mensal,cartao,norte,0
2412,58.5,90,8,620.19,4,12,1,0,0.956,8,5,225.43,basico,anual,cartao,norte,1
2413,25.6,28,16,778.89,0,3,3,24,0.006,1,2,297.89,premium,anual,debito,sudeste,0
2414,32.7,23,18,381.48,4,15,1,9,0.244,0,4,181.18,premium,mensal,cartao,sudeste,0
2415,29.7,81,8,143.02,3,17,2,13,0.658,3,5,319.28,basico,mensal,pix,nordeste,1
2416,7.3,8,16,1000.15,1,2,3,10,0.438,8,1,101.17,premium,mensal,cartao,sul,0
2417,15.0,64,15,1134.05,7,10,0,12,0.113,8,2,56.33,padrao,anual,boleto,norte,1
2418,32.1,54,1,1033.91,2,13,2,15,0.781,3,5,234.56,basico,anual,cartao,centro-oeste,0
2419,5.0,89,12,427.34,0,23,2,19,0.047,5,2,117.42,padrao,mensal,pix,norte,0
2420,56.0,25,12,148.49,2,19,3,20,0.544,10,4,302.24,basico,anual,cartao,sul,0
2421,8.3,91,10,364.96,6,2,0,29,0.562,7,3,76.38,basico,mensal,pix,sul,0
2422,12.7,84,15,1017.69,0,18,2,5,0.636,8,5,42.96,premium,mensal,debito,sudeste,0
2423,46.2,29,17,800.74,3,27,3,26,0.316,0,3,283.15,padrao,mensal,pix,sudeste,0
2424,6.7,43,11,1161.37,3,1,1,18,0.024,2,3,220.19,basico,anual,pix,norte,1
2425,54.1,8,6,437.51,6,29,2,9,0.889,1,1,382.63,padrao,anual,debito,norte,0
2426,43.8,54,19,679.71,0,2,1,27,0.929,10,3,128.99,padrao,mensal,debito,sudeste,0
2427,5.0,32,19,956.44,0,18,2,21,0.482,3,3,84.27,padrao,anual,pix,norte,0
2428,41.8,14,13,311.43,4,10,1,5,0.021,5,4,48.22,basico,anual,pix,nordeste,0
2429,38.3,67,12,1158.34,1,21,0,5,0.581,6,4,199.83,basico,anual,boleto,centro-oeste,1
2430,45.7,68,2,727.18,5,25,3,19,0.316,5,4,76.19,padrao,mensal,pix,norte,0
2431,49.9,11,8,49.16,2,25,0,21,0.182,0,3,319.13,padrao,mensal,cartao,sul,0
2432,43.4,23,3,69.18,4,26,0,1,0.169,10,1,65.81,premium,mensal,debito,nordeste,0
2433,35.6,10,10,1063.37,0,24,3,18,0.179,4,2,371.37,basico,anual,debito,sul,0
2434,20.0,81,16,788.53,5,9,3,15,0.331,10,3,234.61,premium,mensal,boleto,centro-oeste,0
2435,42.1,41,4,925.16,4,13,2,29,0.281,8,5,290.59,premium,mensal,debito,nordeste,0
2436,57.5,9,19,949.46,0,21,2,22,0.836,7,4,87.03,basico,anual,pix,centro-oeste,0
2437,35.7,23,2,527.73,2,5,1,27,0.495,7,5,72.12,basico,mensal,debito,nordeste,0
2438,40.2,117,1,966.39,0,17,2,1,0.428,10,5,167.23,padrao,mensal,debito,nordeste,1
2439,26.8,31,19,1127.54,0,15,2,22,0.146,3,1,227.26,premium,anual,pix,sudeste,0
2440,45.6,82,2,239.72,5,29,2,10,0.876,3,1,247.08,basico,mensal,debito,centro-oeste,0
2441,59.9,56,14,926.4,3,1,2,16,0.055,7,3,158.62,basico,mensal,boleto,norte,0
2442,10.5,22,15,397.04,6,2,2,26,0.24,2,2,138.06,padrao,mensal,boleto,sul,0
2443,12.9,37,6,412.93,2,0,3,26,0.621,8,5,393.21,padrao,mensal,cartao,centro-oeste,0
2444,32.8,2,1,518.8,5,16,2,6,0.702,0,3,138.06,basico,mensal,debito,sul,0
2445,29.4,89,6,1041.91,4,16,1,7,0.801,9,1,89.55,basico,mensal,boleto,sudeste,0
2446,34.7,40,1,65.59,5,17,2,21,0.41,3,2,169.31,basico,mensal,pix,norte,1
2447,3.9,60,13,543.35,6,7,0,26,0.347,0,2,149.29,premium,mensal,cartao,norte,0
2448,24.9,19,17,828.86,5,9,0,18,0.289,6,1,191.72,padrao,anual,boleto,nordeste,0
2449,35.4,99,19,168.08,5,12,3,1,0.568,3,2,264.44,padrao,mensal,pix,norte,1
2450,35.5,26,16,959.01,5,1,2,4,0.349,3,3,257.03,premium,anual,boleto,sul,0
2451,39.8,68,15,1132.61,3,22,0,22,0.328,5,5,291.28,padrao,anual,pix,sul,0
2452,43.5,104,17,145.48,5,1,1,22,0.017,6,4,96.31,premium,anual,boleto,sul,0
2453,38.9,85,15,217.42,6,20,3,26,0.948,1,1,56.44,basico,mensal,pix,sul,0
2454,47.6,72,13,1169.95,5,13,2,15,0.061,0,3,324.59,basico,mensal,boleto,sul,0
2455,37.9,106,19,269.51,4,29,3,12,0.271,5,4,118.07,basico,mensal,boleto,sudeste,1
2456,32.7,21,6,131.57,0,20,2,3,0.921,3,2,153.54,basico,mensal,cartao,sul,0
2457,36.8,115,8,1144.54,3,14,0,23,0.735,6,3,203.94,padrao,mensal,pix,nordeste,0
2458,7.0,67,18,1075.44,0,21,0,28,0.578,8,5,297.77,padrao,anual,cartao,sul,0
2459,17.1,49,6,800.64,0,3,0,1,0.661,6,1,98.79,basico,mensal,pix,nordeste,0
2460,32.1,31,5,679.66,2,5,2,14,0.097,1,3,364.76,padrao,mensal,debito,centro-oeste,0
2461,52.5,89,3,1106.31,3,14,3,10,0.809,10,4,155.65,padrao,anual,boleto,sudeste,0
2462,41.1,117,5,800.4,4,25,1,22,0.25,7,4,393.66,padrao,anual,debito,centro-oeste,1
2463,6.3,83,11,803.74,7,24,2,22,0.956,0,5,142.65,basico,anual,boleto,sudeste,1
2464,35.9,4,17,1018.68,6,11,2,6,0.231,8,2,301.14,premium,mensal,debito,nordeste,0
2465,14.1,56,2,797.76,3,8,2,28,0.625,9,3,175.5,padrao,mensal,pix,sudeste,0
2466,44.3,88,13,624.27,2,28,2,4,0.545,6,5,341.07,premium,mensal,pix,nordeste,1
2467,49.8,48,15,492.08,5,16,1,23,0.143,9,5,206.37,padrao,mensal,boleto,centro-oeste,0
2468,36.0,92,17,623.64,2,3,2,22,0.363,9,5,353.29,padrao,anual,debito,sudeste,0
2469,35.9,85,15,646.08,7,6,1,4,0.781,10,4,311.32,basico,anual,pix,nordeste,1
2470,21.0,8,3,458.56,6,25,2,20,0.213,10,2,250.87,padrao,mensal,boleto,nordeste,0
2471,27.3,67,9,559.82,5,26,3,8,0.963,2,2,129.9,basico,anual,debito,nordeste,0
2472,52.0,21,19,970.17,1,27,0,8,0.295,0,4,133.45,premium,mensal,boleto,norte,0
2473,43.7,58,18,523.16,4,0,2,2,0.627,7,2,396.81,basico,mensal,debito,sul,1
2474,31.7,46,12,69.65,6,24,0,22,0.619,7,4,373.04,basico,anual,boleto,norte,0
2475,22.7,97,19,368.3,0,3,1,24,0.471,6,3,89.73,padrao,mensal,debito,sul,0
2476,4.0,104,13,308.82,1,24,2,15,0.655,2,3,113.36,padrao,mensal,boleto,sul,0
2477,9.4,55,1,960.56,4,26,1,23,0.744,10,2,78.35,padrao,mensal,pix,nordeste,1
2478,12.4,64,18,561.18,2,10,0,10,0.619,4,4,112.38,padrao,mensal,pix,centro-oeste,0
2479,23.0,75,3,365.16,5,5,1,16,0.56,8,3,144.39,padrao,mensal,pix,nordeste,0
2480,56.7,78,7,980.42,3,21,0,23,0.607,6,2,341.45,premium,anual,boleto,centro-oeste,0
2481,30.8,76,4,62.29,7,2,2,12,0.402,9,2,74.17,padrao,mensal,cartao,sudeste,0
2482,14.9,94,14,242.13,2,17,0,18,0.071,7,3,357.46,padrao,anual,debito,sudeste,0
2483,7.2,117,0,999.27,2,9,1,4,0.16,6,4,389.79,premium,anual,cartao,nordeste,1
